
4960;180;161;111;x;x
4961;28;223;119;x;x
4962;110;98;130;x;x
4963;207;50;145;x;x
4964;156;196;57;x;x
4965;120;188;76;x;x
4966;151;70;162;x;x
4967;130;218;228;x;x
4968;51;239;221;x;x
4969;58;101;88;x;x
4970;242;60;209;x;x
4971;162;136;12;x;x
4972;95;51;160;x;x
4973;96;174;118;x;x
4974;40;225;83;x;x
4975;177;229;65;x;x
4976;61;95;167;x;x
4977;153;169;239;x;x
4978;246;225;71;x;x
4979;219;213;149;x;x
4980;200;131;188;x;x
4981;214;175;118;x;x
4982;52;169;199;x;x
4983;93;4;98;x;x
4984;77;200;82;x;x
4985;148;206;188;x;x
4986;18;76;236;x;x
4987;1;162;77;x;x
4988;121;182;120;x;x
4989;251;124;159;x;x
4990;142;222;45;x;x
4991;216;158;8;x;x
4992;226;33;16;x;x
4993;147;183;88;x;x
4994;80;135;14;x;x
4995;2;180;227;x;x
4996;196;232;203;x;x
4997;135;32;207;x;x
4998;1;85;111;x;x
4999;203;172;211;x;x
5000;234;50;106;x;SHADOWMOON
5001;57;17;142;x;x
5002;28;48;222;x;x
5003;250;250;130;x;x
5004;41;85;36;x;x
5005;254;41;172;x;x
5006;25;219;205;x;x
5007;54;221;146;x;x
5008;193;75;136;x;x
5009;245;41;160;x;x
5010;157;48;191;x;x
5011;80;89;26;x;x
5012;105;122;75;x;x
5013;168;158;206;x;x
5014;123;59;201;x;x
5015;30;84;107;x;x
5016;141;144;200;x;x
5017;218;191;156;x;x
5018;153;154;239;x;x
5019;177;197;182;x;x
5020;250;31;19;x;x
5021;27;195;146;x;x
5022;177;245;235;x;x
5023;148;225;245;x;x
5024;193;72;141;x;x
5025;207;180;162;x;x
5026;221;61;15;x;x
5027;153;242;147;x;x
5028;27;244;48;x;x
5029;151;1;186;x;x
5030;41;90;38;x;x
5031;187;41;224;x;x
5032;131;252;177;x;x
5033;152;67;193;x;x
5034;124;138;214;x;x
5035;29;196;174;x;x
5036;70;54;96;x;x
5037;54;68;165;x;x
5038;68;3;200;x;x
5039;162;140;13;x;x
5040;174;239;227;x;x
5041;201;114;80;x;x
5042;192;208;229;x;x
5043;253;165;2;x;x
5044;251;145;141;x;x
5045;13;74;28;x;x
5046;181;63;163;x;x
5047;97;245;15;x;x
5048;154;148;19;x;x
5049;106;236;80;x;x
5050;137;142;102;x;x
5051;222;68;132;x;x
5052;17;227;148;x;x
5053;87;50;213;x;x
5054;147;124;208;x;x
5055;84;112;100;x;x
5056;193;9;235;x;x
5057;213;4;65;x;x
5058;51;28;227;x;x
5059;14;161;248;x;x
5060;114;33;66;x;x
5061;92;151;69;x;x
5062;77;98;253;x;x
5063;130;98;242;x;x
5064;220;28;105;x;x
5065;65;133;19;x;x
5066;90;19;26;x;x
5067;251;1;254;x;x
5068;63;211;122;x;x
5069;219;214;42;x;x
5070;116;251;2;x;x
5071;100;110;56;x;x
5072;20;249;6;x;x
5073;111;171;146;x;x
5074;116;101;55;x;x
5075;106;9;241;x;x
5076;69;28;82;x;x
5077;220;88;39;x;x
5078;103;125;148;x;x
5079;28;54;208;x;x
5080;26;19;88;x;x
5081;34;19;86;x;x
5082;29;201;97;x;x
5083;127;193;231;x;x
5084;247;241;138;x;x
5085;17;252;251;x;x
5086;246;226;149;x;x
5087;217;231;4;x;x
5088;116;100;106;x;x
5089;215;146;182;x;x
5090;158;154;18;x;x
5091;76;244;54;x;x
5092;179;8;234;x;x
5093;85;94;238;x;x
5094;67;223;158;x;x
5095;165;80;168;x;x
5096;196;105;197;x;x
5097;146;3;230;x;x
5098;75;252;88;x;x
5099;186;120;216;x;x
5100;123;232;21;x;x
5101;115;177;91;x;x
5102;154;32;254;x;x
5103;188;85;92;x;x
5104;109;124;165;x;x
5105;206;64;230;x;x
5106;108;16;67;x;x
5107;183;167;72;x;x
5108;245;107;130;x;x
5109;55;166;120;x;x
5110;21;55;206;x;x
5111;151;77;96;x;x
5112;241;128;172;x;x
5113;239;188;7;x;x
5114;211;81;0;x;x
5115;224;45;56;x;x
5116;16;14;67;x;x
5117;86;234;178;x;x
5118;139;29;158;x;x
5119;183;84;30;x;x
5120;48;134;54;x;x
5121;173;52;164;x;x
5122;238;49;166;x;x
5123;79;129;19;x;x
5124;19;55;190;x;x
5125;39;74;249;x;x
5126;161;165;176;x;x
5127;178;188;6;x;x
5128;166;91;45;x;x
5129;112;86;35;x;x
5130;230;144;147;x;x
5131;210;125;201;x;x
5132;58;35;53;x;x
5133;137;87;233;x;x
5134;194;207;134;x;x
5135;26;15;205;x;x
5136;139;188;7;x;x
5137;42;153;120;x;x
5138;202;222;241;x;x
5139;203;44;196;x;x
5140;113;142;126;x;x
5141;28;242;214;x;x
5142;48;252;150;x;x
5143;13;130;76;x;x
5144;106;68;139;x;x
5145;11;171;163;x;x
5146;41;160;202;x;x
5147;169;58;83;x;x
5148;177;15;7;x;x
5149;64;202;181;x;x
5150;186;158;156;x;x
5151;185;184;100;x;x
5152;31;201;3;x;x
5153;211;152;82;x;x
5154;150;81;226;x;x
5155;56;0;25;x;x
5156;211;236;188;x;x
5157;94;181;56;x;x
5158;251;32;243;x;x
5159;251;117;33;x;x
5160;84;51;195;x;x
5161;113;151;173;x;x
5162;254;42;68;x;x
5163;0;72;103;x;x
5164;115;8;97;x;x
5165;181;205;251;x;x
5166;235;162;87;x;x
5167;12;203;112;x;x
5168;35;5;37;x;x
5169;14;24;209;x;x
5170;50;132;229;x;x
5171;88;48;202;x;x
5172;12;133;228;x;x
5173;137;67;211;x;x
5174;246;80;196;x;x
5175;45;195;159;x;x
5176;27;46;114;x;x
5177;208;181;201;x;x
5178;87;43;6;x;x
5179;165;138;16;x;x
5180;132;52;250;x;x
5181;252;226;127;x;x
5182;110;207;149;x;x
5183;237;129;26;x;x
5184;30;91;225;x;x
5185;124;235;216;x;x
5186;246;35;232;x;x
5187;210;139;191;x;x
5188;8;9;247;x;x
5189;230;235;233;x;x
5190;196;216;244;x;x
5191;36;237;5;x;x
5192;183;125;179;x;x
5193;186;251;128;x;x
5194;218;139;241;x;x
5195;30;45;177;x;x
5196;195;128;95;x;x
5197;234;185;117;x;x
5198;49;149;175;x;x
5199;97;89;72;x;x
5200;115;233;107;x;x
5201;142;196;36;x;x
5202;190;189;10;x;x
5203;64;124;201;x;x
5204;167;22;218;x;x
5205;243;217;252;x;x
5206;82;171;11;x;x
5207;144;215;50;x;x
5208;80;189;101;x;x
5209;156;243;41;x;x
5210;143;203;65;x;x
5211;103;200;178;x;x
5212;148;181;212;x;x
5213;246;245;245;x;x
5214;4;130;111;x;x
5215;55;102;11;x;x
5216;222;94;213;x;x
5217;173;77;141;x;x
5218;233;50;154;x;x
5219;204;49;25;x;x
5220;141;253;14;x;x
5221;109;217;97;x;x
5222;107;226;233;x;x
5223;142;132;174;x;x
5224;109;175;16;x;x
5225;123;144;160;x;x
5226;61;129;182;x;x
5227;211;29;76;x;x
5228;123;29;199;x;x
5229;50;171;143;x;x
5230;17;224;37;x;x
5231;24;47;195;x;x
5232;252;245;173;x;x
5233;177;83;91;x;x
5234;112;113;52;x;x
5235;253;129;136;x;x
5236;29;62;163;x;x
5237;154;137;16;x;x
5238;222;186;28;x;x
5239;56;121;175;x;x
5240;178;99;21;x;x
5241;192;93;220;x;x
5242;67;165;192;x;x
5243;199;28;111;x;x
5244;103;6;70;x;x
5245;183;236;247;x;x
5246;57;117;57;x;x
5247;218;154;213;x;x
5248;109;115;158;x;x
5249;218;154;35;x;x
5250;210;236;243;x;x
5251;89;152;168;x;x
5252;209;206;108;x;x
5253;221;16;161;x;x
5254;85;222;131;x;x
5255;86;172;24;x;x
5256;66;210;15;x;x
5257;57;189;185;x;x
5258;251;130;95;x;x
5259;38;180;231;x;x
5260;114;32;33;x;x
5261;216;54;204;x;x
5262;229;191;113;x;x
5263;156;55;15;x;x
5264;152;235;233;x;x
5265;101;77;184;x;x
5266;116;20;143;x;x
5267;16;68;3;x;x
5268;220;243;60;x;x
5269;232;221;101;x;x
5270;169;43;203;x;x
5271;158;54;46;x;x
5272;34;240;216;x;x
5273;149;138;58;x;x
5274;104;84;128;x;x
5275;192;212;102;x;x
5276;116;72;162;x;x
5277;192;191;247;x;x
5278;232;30;246;x;x
5279;31;254;246;x;x
5280;25;25;186;x;x
5281;123;5;122;x;x
5282;212;243;180;x;x
5283;137;13;99;x;x
5284;173;37;117;x;x
5285;220;221;220;x;x
5286;8;165;187;x;x
5287;222;183;233;x;x
5288;229;201;103;x;x
5289;74;232;252;x;x
5290;227;155;82;x;x
5291;190;73;147;x;x
5292;157;206;237;x;x
5293;203;148;231;x;x
5294;180;124;62;x;x
5295;220;224;231;x;x
5296;92;60;200;x;x
5297;88;194;220;x;x
5298;190;197;47;x;x
5299;16;252;225;x;x
5300;67;45;101;x;x
5301;103;157;208;x;x
5302;115;113;153;x;x
5303;165;111;0;x;x
5304;31;117;156;x;x
5305;45;175;54;x;x
5306;14;112;246;x;x
5307;43;34;252;x;x
5308;20;250;215;x;x
5309;167;33;184;x;x
5310;206;38;187;x;x
5311;209;179;113;x;x
5312;83;0;155;x;x
5313;52;198;38;x;x
5314;58;173;192;x;x
5315;67;69;157;x;x
5316;105;117;153;x;x
5317;73;142;250;x;x
5318;179;68;132;x;x
5319;53;245;128;x;x
5320;114;96;122;x;x
5321;146;252;221;x;x
5322;142;145;44;x;x
5323;133;72;142;x;x
5324;204;200;212;x;x
5325;183;108;195;x;x
5326;193;25;12;x;x
5327;87;240;6;x;x
5328;3;52;119;x;x
5329;14;26;98;x;x
5330;197;230;38;x;x
5331;29;122;177;x;x
5332;143;203;220;x;x
5333;74;90;235;x;x
5334;250;138;193;x;x
5335;79;230;39;x;x
5336;245;195;93;x;x
5337;219;246;237;x;x
5338;137;148;197;x;x
5339;122;79;13;x;x
5340;111;117;82;x;x
5341;66;28;18;x;x
5342;249;96;30;x;x
5343;89;131;179;x;x
5344;127;178;104;x;x
5345;221;112;223;x;x
5346;226;70;234;x;x
5347;204;209;157;x;x
5348;7;85;101;x;x
5349;136;196;114;x;x
5350;4;126;252;x;x
5351;233;126;91;x;x
5352;233;253;115;x;x
5353;96;235;177;x;x
5354;238;74;110;x;x
5355;79;191;21;x;x
5356;29;27;219;x;x
5357;248;152;7;x;x
5358;217;48;90;x;x
5359;16;108;174;x;x
5360;89;168;73;x;x
5361;192;52;238;x;x
5362;70;66;199;x;x
5363;130;232;134;x;x
5364;24;18;157;x;x
5365;144;80;61;x;x
5366;95;168;248;x;x
5367;120;187;201;x;x
5368;49;85;98;x;x
5369;158;22;204;x;x
5370;30;68;35;x;x
5371;151;80;29;x;x
5372;38;87;48;x;x
5373;137;192;221;x;x
5374;160;248;182;x;x
5375;135;247;222;x;x
5376;13;189;11;x;x
5377;66;146;222;x;x
5378;119;73;137;x;x
5379;205;224;1;x;x
5380;246;17;7;x;x
5381;160;33;157;x;x
5382;106;249;35;x;x
5383;6;136;218;x;x
5384;142;87;174;x;x
5385;195;85;227;x;x
5386;223;82;52;x;x
5387;138;123;99;x;x
5388;167;175;94;x;x
5389;94;194;27;x;x
5390;106;224;22;x;x
5391;42;82;226;x;x
5392;119;254;44;x;x
5393;49;31;124;x;x
5394;38;231;186;x;x
5395;113;86;99;x;x
5396;65;249;201;x;x
5397;39;114;186;x;x
5398;253;180;64;x;x
5399;47;210;181;x;x
5400;7;51;217;x;x
5401;37;64;58;x;x
5402;104;50;206;x;x
5403;242;78;18;x;x
5404;97;148;131;x;x
5405;44;78;50;x;x
5406;114;26;242;x;x
5407;125;154;69;x;x
5408;3;236;123;x;x
5409;237;65;96;x;x
5410;247;250;65;x;x
5411;251;184;36;x;x
5412;144;243;147;x;x
5413;76;33;95;x;x
5414;95;65;198;x;x
5415;211;111;117;x;x
5416;58;3;186;x;x
5417;49;104;230;x;x
5418;94;246;112;x;x
5419;59;86;1;x;x
5420;156;138;124;x;x
5421;111;244;75;x;x
5422;125;112;118;x;x
5423;216;70;132;x;x
5424;60;216;218;x;x
5425;197;39;240;x;x
5426;240;218;94;x;x
5427;97;227;41;x;x
5428;225;150;129;x;x
5429;81;234;187;x;x
5430;65;167;214;x;x
5431;137;163;138;x;x
5432;90;55;165;x;x
5433;141;198;89;x;x
5434;177;219;170;x;x
5435;213;1;116;x;x
5436;28;113;249;x;x
5437;115;105;177;x;x
5438;126;19;198;x;x
5439;34;230;233;x;x
5440;68;150;97;x;x
5441;245;40;126;x;x
5442;57;217;30;x;x
5443;176;180;238;x;x
5444;50;162;18;x;x
5445;135;247;229;x;x
5446;209;133;5;x;x
5447;89;118;40;x;x
5448;216;232;205;x;x
5449;171;175;177;x;x
5450;122;71;93;x;x
5451;98;148;208;x;x
5452;84;67;8;x;x
5453;34;171;96;x;x
5454;236;170;182;x;x
5455;109;9;181;x;x
5456;56;106;207;x;x
5457;21;211;12;x;x
5458;232;98;196;x;x
5459;210;51;108;x;x
5460;216;141;145;x;x
5461;234;206;35;x;x
5462;182;3;142;x;x
5463;57;80;180;x;x
5464;122;178;37;x;x
5465;210;223;66;x;x
5466;231;219;212;x;x
5467;177;244;180;x;x
5468;72;182;251;x;x
5469;246;202;151;x;x
5470;218;158;157;x;x
5471;64;37;65;x;x
5472;88;70;139;x;x
5473;126;98;141;x;x
5474;233;17;27;x;x
5475;205;244;8;x;x
5476;243;243;165;x;x
5477;54;112;171;x;x
5478;31;226;139;x;x
5479;232;3;253;x;x
5480;208;93;51;x;x
5481;6;221;133;x;x
5482;103;221;200;x;x
5483;92;145;177;x;x
5484;244;11;20;x;x
5485;44;186;194;x;x
5486;126;130;21;x;x
5487;141;253;162;x;x
5488;94;66;6;x;x
5489;49;88;228;x;x
5490;86;145;171;x;x
5491;191;54;64;x;x
5492;206;45;134;x;x
5493;11;190;240;x;x
5494;167;41;225;x;x
5495;133;56;153;x;x
5496;237;214;120;x;x
5497;30;72;43;x;x
5498;37;135;120;x;x
5499;135;178;24;x;x
5500;235;145;58;x;x
5501;137;208;150;x;x
5502;191;218;128;x;x
5503;168;149;122;x;x
5504;251;20;164;x;x
5505;71;205;240;x;x
5506;208;76;155;x;x
5507;183;127;211;x;x
5508;239;96;0;x;x
5509;246;18;4;x;x
5510;154;170;83;x;x
5511;67;190;225;x;x
5512;177;30;118;x;x
5513;41;27;245;x;x
5514;228;68;179;x;x
5515;25;8;78;x;x
5516;184;232;162;x;x
5517;188;127;199;x;x
5518;25;146;185;x;x
5519;91;44;128;x;x
5520;218;204;190;x;x
5521;112;231;162;x;x
5522;184;182;63;x;x
5523;249;229;97;x;x
5524;186;206;71;x;x
5525;71;172;155;x;x
5526;224;41;254;x;x
5527;24;33;220;x;x
5528;138;126;35;x;x
5529;82;195;167;x;x
5530;93;65;81;x;x
5531;31;170;23;x;x
5532;65;110;84;x;x
5533;5;199;139;x;x
5534;16;75;104;x;x
5535;85;28;241;x;x
5536;216;72;71;x;x
5537;95;152;63;x;x
5538;17;81;214;x;x
5539;153;60;170;x;x
5540;248;75;31;x;x
5541;210;136;46;x;x
5542;240;241;221;x;x
5543;245;17;179;x;x
5544;63;12;118;x;x
5545;236;126;163;x;x
5546;168;38;22;x;x
5547;55;218;83;x;x
5548;37;69;39;x;x
5549;213;221;220;x;x
5550;23;176;16;x;x
5551;117;153;102;x;x
5552;248;51;166;x;x
5553;9;94;236;x;x
5554;107;72;12;x;x
5555;59;174;84;x;x
5556;34;69;150;x;x
5557;116;215;167;x;x
5558;227;239;234;x;x
5559;210;93;77;x;x
5560;70;73;197;x;x
5561;104;23;242;x;x
5562;53;74;56;x;x
5563;55;2;200;x;x
5564;151;167;251;x;x
5565;74;190;195;x;x
5566;246;31;159;x;x
5567;0;84;55;x;x
5568;115;25;30;x;x
5569;135;91;118;x;x
5570;107;165;163;x;x
5571;198;237;141;x;x
5572;218;98;2;x;x
5573;198;182;123;x;x
5574;87;93;225;x;x
5575;186;167;162;x;x
5576;159;54;226;x;x
5577;147;1;56;x;x
5578;200;190;116;x;x
5579;249;168;33;x;x
5580;210;21;50;x;x
5581;223;93;67;x;x
5582;81;141;29;x;x
5583;153;216;153;x;x
5584;203;229;249;x;x
5585;121;202;234;x;x
5586;111;241;152;x;x
5587;235;127;222;x;x
5588;194;62;38;x;x
5589;3;63;15;x;x
5590;222;161;193;x;x
5591;13;37;58;x;x
5592;124;250;134;x;x
5593;243;146;111;x;x
5594;161;50;51;x;x
5595;111;189;229;x;x
5596;220;93;95;x;x
5597;38;232;130;x;x
5598;115;181;88;x;x
5599;166;42;48;x;x
5600;109;135;39;x;x
5601;133;104;175;x;x
5602;253;10;1;x;x
5603;139;8;206;x;x
5604;163;181;11;x;x
5605;198;26;198;x;x
5606;133;101;67;x;x
5607;98;171;182;x;x
5608;204;141;28;x;x
5609;9;150;112;x;x
5610;97;204;12;x;x
5611;78;73;91;x;x
5612;188;28;117;x;x
5613;28;229;254;x;x
5614;173;133;2;x;x
5615;135;122;91;x;x
5616;34;96;172;x;x
5617;122;6;178;x;x
5618;25;44;141;x;x
5619;228;150;238;x;x
5620;196;94;126;x;x
5621;19;3;54;x;x
5622;146;242;163;x;x
5623;190;115;210;x;x
5624;192;116;236;x;x
5625;235;227;184;x;x
5626;99;142;222;x;x
5627;146;118;111;x;x
5628;235;16;78;x;x
5629;190;219;64;x;x
5630;180;163;229;x;x
5631;128;24;108;x;x
5632;37;211;11;x;x
5633;118;0;228;x;x
5634;136;45;45;x;x
5635;239;201;31;x;x
5636;98;95;245;x;x
5637;147;93;115;x;x
5638;96;185;109;x;x
5639;160;41;85;x;x
5640;149;36;142;x;x
5641;121;128;131;x;x
5642;203;237;198;x;x
5643;129;188;102;x;x
5644;41;12;59;x;x
5645;233;85;2;x;x
5646;167;191;7;x;x
5647;186;17;82;x;x
5648;9;239;101;x;x
5649;167;165;173;x;x
5650;225;119;125;x;x
5651;23;149;171;x;x
5652;78;250;112;x;x
5653;107;116;57;x;x
5654;175;58;224;x;x
5655;90;135;37;x;x
5656;192;27;174;x;x
5657;120;224;152;x;x
5658;245;16;218;x;x
5659;90;123;71;x;x
5660;56;200;86;x;x
5661;73;115;137;x;x
5662;254;23;116;x;x
5663;103;193;223;x;x
5664;24;93;7;x;x
5665;67;87;102;x;x
5666;35;33;95;x;x
5667;72;170;252;x;x
5668;45;87;192;x;x
5669;38;250;253;x;x
5670;134;85;213;x;x
5671;16;185;243;x;x
5672;248;1;181;x;x
5673;7;102;49;x;x
5674;64;148;248;x;x
5675;168;60;254;x;x
5676;230;109;71;x;x
5677;52;252;204;x;x
5678;209;0;57;x;x
5679;194;236;6;x;x
5680;76;168;234;x;x
5681;115;44;187;x;x
5682;244;90;122;x;x
5683;118;147;182;x;x
5684;194;87;4;x;x
5685;190;54;32;x;x
5686;96;63;102;x;x
5687;114;231;207;x;x
5688;89;185;69;x;x
5689;208;192;113;x;x
5690;224;54;164;x;x
5691;87;122;79;x;x
5692;209;137;211;x;x
5693;219;98;203;x;x
5694;67;107;217;x;x
5695;62;150;25;x;x
5696;72;91;75;x;x
5697;179;217;40;x;x
5698;3;29;3;x;x
5699;223;5;254;x;x
5700;130;207;225;x;x
5701;223;221;220;x;x
5702;98;179;118;x;x
5703;107;139;58;x;x
5704;73;164;251;x;x
5705;203;124;235;x;x
5706;80;159;61;x;x
5707;184;105;154;x;x
5708;112;17;240;x;x
5709;210;60;171;x;x
5710;88;27;56;x;x
5711;99;30;83;x;x
5712;193;207;31;x;x
5713;143;59;237;x;x
5714;135;165;211;x;x
5715;98;136;21;x;x
5716;62;81;97;x;x
5717;235;205;115;x;x
5718;85;22;143;x;x
5719;36;79;8;x;x
5720;134;112;84;x;x
5721;133;175;138;x;x
5722;206;171;73;x;x
5723;130;29;190;x;x
5724;117;178;214;x;x
5725;174;173;187;x;x
5726;41;175;45;x;x
5727;113;201;155;x;x
5728;40;106;229;x;x
5729;104;53;158;x;x
5730;223;80;250;x;x
5731;153;184;200;x;x
5732;241;249;59;x;x
5733;231;72;204;x;x
5734;185;97;252;x;x
5735;219;133;87;x;x
5736;146;160;247;x;x
5737;73;64;247;x;x
5738;214;69;253;x;x
5739;210;148;1;x;x
5740;160;249;180;x;x
5741;100;88;11;x;x
5742;0;106;246;x;x
5743;253;204;248;x;x
5744;248;213;79;x;x
5745;7;251;152;x;x
5746;214;185;162;x;x
5747;39;173;35;x;x
5748;134;129;6;x;x
